"All crash data available using this tool represents reportable data collected from Texas Peace Officer's Crash Reports (CR-3) received and processed by the Texas Department of Transportation (Department) as of 08/13/2025. The Department makes no warranty, representation or guaranty as to the content, accuracy, timeliness or completeness of any of the information provided as a result of your query. Any opinions and conclusions resulting from analysis performed on the crash data must be represented as your own and not those of the State of Texas or the Department. "

"Query Result Counts:"
"Your query returned a total of 5,274 Crashes containing 6,155 Units and 7,273 Persons"

"Filters Applied to current Query:"
"Crash Date Is Between  2024-11-05 08:25 and 2025-02-04 22:57"
"County Is In DALLAS or TARRANT or ELLIS or KAUFMAN or ROCKWALL or DENTON or COLLIN or JOHNSON"
"First Harmful Event Is In ANIMAL or OTHER OBJECT or FIXED OBJECT"


"Crash ID","County","Crash Date","Crash Time","First Harmful Event","Highway Number","Latitude","Longitude","Manner of Collision","Street Name","Surface Condition"
"20603599","TARRANT","2024-12-26","1031","FIXED OBJECT","No Data","32.6960526","-97.40494569","ONE MOTOR VEHICLE - GOING STRAIGHT","CHISHOLM TRAIL PKWY","2 - WET"
"20604069","DALLAS","2024-12-26","0900","FIXED OBJECT","0045","32.59117879","-96.67898109","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0045","3 - STANDING WATER"
"20690971","COLLIN","2024-12-26","1935","FIXED OBJECT","2478","33.24752874","-96.73244544","ONE MOTOR VEHICLE - GOING STRAIGHT","FM2478","2 - WET"
"20578757","DALLAS","2024-12-27","0249","FIXED OBJECT","No Data","32.74132426","-96.84833944","ONE MOTOR VEHICLE - GOING STRAIGHT","W 12TH ST","2 - WET"
"20579966","ELLIS","2024-12-27","1245","FIXED OBJECT","No Data","No Data","No Data","ONE MOTOR VEHICLE - GOING STRAIGHT","PLAZA DR","1 - DRY"
"20579991","TARRANT","2024-12-27","0657","FIXED OBJECT","0820","32.72040103","-97.22536838","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0820","1 - DRY"
"20580324","TARRANT","2024-12-27","0453","FIXED OBJECT","No Data","32.65339718","-97.31223618","ONE MOTOR VEHICLE - TURNING RIGHT","E ALTAMESA BLVD","2 - WET"
"20580358","DALLAS","2024-12-27","2127","FIXED OBJECT","0020","32.7027612","-96.60377515","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0020","1 - DRY"
"20580379","DALLAS","2024-12-27","0055","FIXED OBJECT","0035","32.79071504","-96.81325893","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0035E","1 - DRY"
"20580482","KAUFMAN","2024-12-27","0359","FIXED OBJECT","0020","32.71611536","-96.32489643","ONE MOTOR VEHICLE - TURNING RIGHT","IH0020","1 - DRY"
"20580493","DALLAS","2024-12-27","0650","FIXED OBJECT","0012","32.83016574","-96.91721429","ONE MOTOR VEHICLE - GOING STRAIGHT","SL0012","2 - WET"
"20580600","TARRANT","2024-12-27","0511","FIXED OBJECT","No Data","32.5928382","-97.13942479","ONE MOTOR VEHICLE - GOING STRAIGHT","BRECKENRIDGE RD","2 - WET"
"20580796","DENTON","2024-12-27","1838","FIXED OBJECT","0544","33.04497028","-96.89086816","ONE MOTOR VEHICLE - GOING STRAIGHT","FM0544","1 - DRY"
"20580992","COLLIN","2024-12-27","2225","FIXED OBJECT","0075","33.08368293","-96.68342613","ONE MOTOR VEHICLE - TURNING RIGHT","US0075","1 - DRY"
"20582096","DENTON","2024-12-27","1823","FIXED OBJECT","No Data","33.15674001","-96.91529839","ONE MOTOR VEHICLE - BACKING","WAVERTREE RD","1 - DRY"
"20582357","COLLIN","2024-12-27","0924","FIXED OBJECT","1827","33.22981048","-96.54395595","ONE MOTOR VEHICLE - GOING STRAIGHT","FM1827","2 - WET"
"20582496","TARRANT","2024-12-27","2349","FIXED OBJECT","0180","32.74622212","-97.31885851","ONE MOTOR VEHICLE - GOING STRAIGHT","SH0180","1 - DRY"
"20582657","ELLIS","2024-12-27","2340","FIXED OBJECT","1181","32.32518866","-96.60807611","ONE MOTOR VEHICLE - GOING STRAIGHT","FM1181","2 - WET"
"20582704","COLLIN","2024-12-27","1344","FIXED OBJECT","No Data","33.06248374","-96.64557278","ONE MOTOR VEHICLE - GOING STRAIGHT","SPRINGHILL ESTATES DR","1 - DRY"
"20582878","KAUFMAN","2024-12-27","2328","FIXED OBJECT","0020","32.6593533","-96.11045167","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0020","1 - DRY"
"20582951","DALLAS","2024-12-27","0220","FIXED OBJECT","0030","32.77002918","-96.80233376","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0030","1 - DRY"
"20582960","TARRANT","2024-12-27","2349","FIXED OBJECT","No Data","32.85567426","-97.25137245","ONE MOTOR VEHICLE - TURNING LEFT","MACKNEAL TRL","2 - WET"
"20583336","ROCKWALL","2024-12-27","1017","FIXED OBJECT","0276","32.90559991","-96.40735325","ONE MOTOR VEHICLE - TURNING RIGHT","SH0276","1 - DRY"
"20583484","COLLIN","2024-12-27","0401","FIXED OBJECT","0380","33.20756573","-96.60579629","ONE MOTOR VEHICLE - GOING STRAIGHT","US0380","2 - WET"
"20583539","JOHNSON","2024-12-27","0700","FIXED OBJECT","0035","32.54980923","-97.31801825","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0035W","2 - WET"
"20584776","DALLAS","2024-12-27","0135","FIXED OBJECT","0075","32.84841071","-96.77280888","ONE MOTOR VEHICLE - GOING STRAIGHT","US0075","2 - WET"
"20584903","COLLIN","2024-12-27","0014","FIXED OBJECT","No Data","33.34886675","-96.66388681","ONE MOTOR VEHICLE - GOING STRAIGHT","COWAN RD","2 - WET"
"20585006","TARRANT","2024-12-27","1757","FIXED OBJECT","No Data","32.80544515","-97.28823748","ONE MOTOR VEHICLE - TURNING LEFT","MENN ST","1 - DRY"
"20585549","DENTON","2024-12-27","0150","FIXED OBJECT","0035","33.0458394","-97.00841183","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0035E","98 - OTHER (EXPLAIN IN NARRATIVE)"
"20585992","TARRANT","2024-12-27","1540","FIXED OBJECT","0035","32.85057304","-97.31278653","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0035W","1 - DRY"
"20586365","DALLAS","2024-12-27","0637","FIXED OBJECT","No Data","32.82217131","-97.03050071","ONE MOTOR VEHICLE - GOING STRAIGHT","VALLEY VIEW LN","2 - WET"
"20586409","COLLIN","2024-12-27","2315","FIXED OBJECT","No Data","No Data","No Data","ONE MOTOR VEHICLE - GOING STRAIGHT","RICHLAND BLVD","1 - DRY"
"20586750","DALLAS","2024-12-27","0257","FIXED OBJECT","0045","32.67618853","-96.73974924","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0045","2 - WET"
"20587149","DALLAS","2024-12-27","0332","FIXED OBJECT","No Data","32.81797424","-96.6667226","ONE MOTOR VEHICLE - GOING STRAIGHT","LA PRADA CT","1 - DRY"
"20588549","DALLAS","2024-12-27","0400","FIXED OBJECT","No Data","32.59080646","-97.03351144","ONE MOTOR VEHICLE - GOING STRAIGHT","LAKE RIDGE PKWY","2 - WET"
"20588576","JOHNSON","2024-12-27","0753","FIXED OBJECT","No Data","32.43071223","-97.18736094","ONE MOTOR VEHICLE - GOING STRAIGHT","CR0607","2 - WET"
"20588916","TARRANT","2024-12-27","0021","FIXED OBJECT","No Data","32.65481429","-97.17851248","ONE MOTOR VEHICLE - GOING STRAIGHT","BRADLEY LN","2 - WET"
"20591174","DALLAS","2024-12-27","0245","FIXED OBJECT","No Data","32.80368715","-96.77921924","ONE MOTOR VEHICLE - GOING STRAIGHT","ROSS AVE","1 - DRY"
"20591763","COLLIN","2024-12-27","0818","FIXED OBJECT","0006","33.04147081","-96.35478658","ONE MOTOR VEHICLE - TURNING RIGHT","FM0006","2 - WET"
"20593361","COLLIN","2024-12-27","2140","FIXED OBJECT","No Data","32.99823421","-96.79892751","ONE MOTOR VEHICLE - GOING STRAIGHT","FRANKFORD RD","1 - DRY"
"20593873","DALLAS","2024-12-27","2257","FIXED OBJECT","No Data","32.90917423","-96.71416971","ONE MOTOR VEHICLE - GOING STRAIGHT","FOREST LN","1 - DRY"
"20594580","DALLAS","2024-12-27","2245","FIXED OBJECT","0175","32.72450824","-96.70019883","ONE MOTOR VEHICLE - GOING STRAIGHT","US0175","1 - DRY"
"20594763","ELLIS","2024-12-27","1506","FIXED OBJECT","No Data","No Data","No Data","ONE MOTOR VEHICLE - GOING STRAIGHT","FERRIS AVE","1 - DRY"
"20594995","ELLIS","2024-12-27","1626","FIXED OBJECT","0045","32.40010708","-96.65483243","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0045","1 - DRY"
"20595103","COLLIN","2024-12-27","1021","FIXED OBJECT","No Data","No Data","No Data","ONE MOTOR VEHICLE - GOING STRAIGHT","PRESTON RD","1 - DRY"
"20595185","ELLIS","2024-12-27","2300","FIXED OBJECT","No Data","32.46218431","-96.63729263","ONE MOTOR VEHICLE - GOING STRAIGHT","HAMPEL RD","1 - DRY"
"20595267","KAUFMAN","2024-12-27","1141","FIXED OBJECT","0175","32.63509832","-96.46703526","ONE MOTOR VEHICLE - GOING STRAIGHT","US0175","1 - DRY"
"20596851","DALLAS","2024-12-27","2116","FIXED OBJECT","No Data","32.78694425","-96.79923257","ONE MOTOR VEHICLE - GOING STRAIGHT","ROSS AVE","1 - DRY"
"20597144","ELLIS","2024-12-27","1812","FIXED OBJECT","No Data","32.41080023","-96.76996119","ONE MOTOR VEHICLE - GOING STRAIGHT","GIBSON RD","1 - DRY"
"20599011","DALLAS","2024-12-27","0436","FIXED OBJECT","0078","32.95462481","-96.61801504","ONE MOTOR VEHICLE - GOING STRAIGHT","SH0078","2 - WET"
"20599040","DALLAS","2024-12-27","0846","FIXED OBJECT","No Data","32.95019837","-96.64889242","ONE MOTOR VEHICLE - GOING STRAIGHT","APOLLO RD","2 - WET"
"20599116","DALLAS","2024-12-27","1700","FIXED OBJECT","No Data","32.95217422","-96.6337726","ONE MOTOR VEHICLE - TURNING LEFT","W BRAND RD","1 - DRY"
"20601493","COLLIN","2024-12-27","1123","OTHER OBJECT","No Data","33.19949536","-96.83000078","ONE MOTOR VEHICLE - GOING STRAIGHT","DALLAS NORTH TLWY","1 - DRY"
"20604304","TARRANT","2024-12-27","2312","FIXED OBJECT","No Data","32.86831425","-97.15994247","ONE MOTOR VEHICLE - TURNING RIGHT","BROWN TRL","1 - DRY"
"20604725","DALLAS","2024-12-27","2036","FIXED OBJECT","No Data","32.86892254","-96.8110017","ONE MOTOR VEHICLE - GOING STRAIGHT","DALLAS NORTH TLWY","1 - DRY"
"20606072","TARRANT","2024-12-27","1929","FIXED OBJECT","0121","No Data","No Data","ONE MOTOR VEHICLE - GOING STRAIGHT","SH0121","1 - DRY"
"20613939","DALLAS","2024-12-27","2320","FIXED OBJECT","0067","32.6601485","-96.87185243","ONE MOTOR VEHICLE - GOING STRAIGHT","US0067","1 - DRY"
"20580603","TARRANT","2024-12-28","0303","FIXED OBJECT","No Data","32.5510161","-97.0660607","ONE MOTOR VEHICLE - GOING STRAIGHT","ASHBURY LN","1 - DRY"
"20580677","DALLAS","2024-12-28","0606","FIXED OBJECT","0067","32.6605868","-96.87115453","ONE MOTOR VEHICLE - GOING STRAIGHT","US0067","2 - WET"
"20580787","JOHNSON","2024-12-28","0754","FIXED OBJECT","0035","32.34204207","-97.19294148","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0035W","2 - WET"
"20580827","ELLIS","2024-12-28","0924","FIXED OBJECT","0035","32.52370111","-96.82225647","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0035E","2 - WET"
"20580869","DALLAS","2024-12-28","1040","FIXED OBJECT","0190","32.96506713","-96.64065612","ONE MOTOR VEHICLE - GOING STRAIGHT","SH0190","2 - WET"
"20580892","ELLIS","2024-12-28","0700","FIXED OBJECT","0287","32.3266317","-96.71409812","ONE MOTOR VEHICLE - GOING STRAIGHT","US0287","3 - STANDING WATER"
"20580903","ELLIS","2024-12-28","1005","FIXED OBJECT","0287","32.32725957","-96.72057902","ONE MOTOR VEHICLE - GOING STRAIGHT","US0287","2 - WET"
"20580988","COLLIN","2024-12-28","1115","FIXED OBJECT","No Data","33.10351419","-96.65979259","ONE MOTOR VEHICLE - GOING STRAIGHT","N GREENVILLE AVE","2 - WET"
"20580998","COLLIN","2024-12-28","0220","FIXED OBJECT","0075","33.12324062","-96.66602506","ONE MOTOR VEHICLE - GOING STRAIGHT","US0075","1 - DRY"
"20581060","ROCKWALL","2024-12-28","1123","FIXED OBJECT","0030","32.87691753","-96.51703586","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0030","2 - WET"
"20581077","DALLAS","2024-12-28","0750","FIXED OBJECT","0035","32.66940625","-96.82274728","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0035E","3 - STANDING WATER"
"20581079","DALLAS","2024-12-28","0851","FIXED OBJECT","0067","32.68220345","-96.85205171","ONE MOTOR VEHICLE - GOING STRAIGHT","US0067","2 - WET"
"20581120","DENTON","2024-12-28","0953","FIXED OBJECT","0035","33.19245481","-97.1187109","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0035E","3 - STANDING WATER"
"20581138","DALLAS","2024-12-28","0633","FIXED OBJECT","0080","32.78373257","-96.55420325","ONE MOTOR VEHICLE - GOING STRAIGHT","US0080","2 - WET"
"20581150","DALLAS","2024-12-28","1208","FIXED OBJECT","0035","32.64219334","-96.82271004","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0035E","2 - WET"
"20581161","ELLIS","2024-12-28","0628","FIXED OBJECT","0287","32.46368058","-96.98510238","ONE MOTOR VEHICLE - GOING STRAIGHT","US0287","2 - WET"
"20581163","TARRANT","2024-12-28","0223","FIXED OBJECT","No Data","No Data","No Data","ONE MOTOR VEHICLE - GOING STRAIGHT","W BAILEY BOSWELL RD","1 - DRY"
"20581196","DALLAS","2024-12-28","0140","FIXED OBJECT","No Data","32.59993429","-96.76461552","ONE MOTOR VEHICLE - GOING STRAIGHT","W 8TH ST","1 - DRY"
"20581216","DALLAS","2024-12-28","1245","FIXED OBJECT","No Data","32.5617243","-96.97022244","ONE MOTOR VEHICLE - TURNING LEFT","MT LEBANON RD","2 - WET"
"20581231","ROCKWALL","2024-12-28","0455","FIXED OBJECT","0551","32.92613465","-96.37025937","ONE MOTOR VEHICLE - GOING STRAIGHT","FM0551","2 - WET"
"20581397","DALLAS","2024-12-28","0625","FIXED OBJECT","0045","32.76301232","-96.77536021","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0045","2 - WET"
"20581469","DENTON","2024-12-28","1418","FIXED OBJECT","No Data","No Data","No Data","ONE MOTOR VEHICLE - GOING STRAIGHT","EASTPARK BLVD","1 - DRY"
"20581504","DALLAS","2024-12-28","0109","FIXED OBJECT","No Data","32.64713429","-96.94152334","ONE MOTOR VEHICLE - GOING STRAIGHT","W WHEATLAND RD","1 - DRY"
"20581507","DALLAS","2024-12-28","1835","FIXED OBJECT","No Data","32.65173428","-96.90844255","ONE MOTOR VEHICLE - GOING STRAIGHT","S MAIN ST","1 - DRY"
"20581538","TARRANT","2024-12-28","1231","FIXED OBJECT","0820","32.82521473","-97.38944464","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0820","2 - WET"
"20581620","DENTON","2024-12-28","2142","FIXED OBJECT","0035","33.16637493","-97.08002645","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0035E","1 - DRY"
"20581624","TARRANT","2024-12-28","0820","FIXED OBJECT","0081","32.92330804","-97.35645637","ONE MOTOR VEHICLE - GOING STRAIGHT","US0081","2 - WET"
"20581626","TARRANT","2024-12-28","1339","FIXED OBJECT","No Data","32.87256867","-97.29047415","ONE MOTOR VEHICLE - GOING STRAIGHT","N BEACH ST","1 - DRY"
"20581655","TARRANT","2024-12-28","1655","FIXED OBJECT","No Data","32.63319273","-97.19444229","ONE MOTOR VEHICLE - GOING STRAIGHT","EDEN RD","2 - WET"
"20581900","DALLAS","2024-12-28","1055","FIXED OBJECT","0035","32.55361016","-96.82232258","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0035E","2 - WET"
"20581925","ELLIS","2024-12-28","1235","FIXED OBJECT","0664","32.53114385","-96.76900257","ONE MOTOR VEHICLE - GOING STRAIGHT","FM0664","2 - WET"
"20582079","TARRANT","2024-12-28","1515","FIXED OBJECT","0035","32.92024234","-97.31727831","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0035W","1 - DRY"
"20582346","DENTON","2024-12-28","0914","FIXED OBJECT","2164","33.32009","-97.12485059","ONE MOTOR VEHICLE - GOING STRAIGHT","FM2164","2 - WET"
"20582361","ELLIS","2024-12-28","0950","FIXED OBJECT","0287","32.3232218","-96.67926269","ONE MOTOR VEHICLE - GOING STRAIGHT","US0287","2 - WET"
"20582384","COLLIN","2024-12-28","1659","FIXED OBJECT","No Data","33.29285305","-96.79818266","ONE MOTOR VEHICLE - GOING STRAIGHT","W OUTER LOOP","1 - DRY"
"20582616","TARRANT","2024-12-28","0427","FIXED OBJECT","No Data","32.73282512","-97.35444827","ONE MOTOR VEHICLE - GOING STRAIGHT","BUCK AVE","2 - WET"
"20582720","COLLIN","2024-12-28","1428","FIXED OBJECT","No Data","33.03949476","-96.63560268","ONE MOTOR VEHICLE - GOING STRAIGHT","DUBLIN RD","2 - WET"
"20582826","TARRANT","2024-12-28","1140","FIXED OBJECT","0030","32.75465507","-97.26921623","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0030","2 - WET"
"20582989","DALLAS","2024-12-28","0105","FIXED OBJECT","No Data","32.8230929","-96.6023234","ONE MOTOR VEHICLE - BACKING","O HARE DR","1 - DRY"
"20582990","DALLAS","2024-12-28","0909","FIXED OBJECT","0030","32.83257659","-96.61380491","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0030","2 - WET"
"20582991","DALLAS","2024-12-28","0911","FIXED OBJECT","0080","32.79373426","-96.65734938","ONE MOTOR VEHICLE - GOING STRAIGHT","US0080","2 - WET"
"20582993","KAUFMAN","2024-12-28","0948","FIXED OBJECT","0020","32.70073396","-96.50768786","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0020","2 - WET"
"20583065","KAUFMAN","2024-12-28","1059","FIXED OBJECT","0020","32.70074299","-96.50784936","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0020","2 - WET"
"20583155","DALLAS","2024-12-28","1326","FIXED OBJECT","0035","32.95041176","-96.90879595","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0035E","2 - WET"
"20583199","TARRANT","2024-12-28","0159","FIXED OBJECT","No Data","32.83793357","-97.49975764","ONE MOTOR VEHICLE - GOING STRAIGHT","NINE MILE BRIDGE RD","1 - DRY"
"20583537","JOHNSON","2024-12-28","0543","FIXED OBJECT","0035","32.49631557","-97.28819839","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0035W","2 - WET"
"20583701","COLLIN","2024-12-28","1412","FIXED OBJECT","No Data","33.18702958","-96.51995995","ONE MOTOR VEHICLE - GOING STRAIGHT","PRINCETON MEADOWS BLVD","2 - WET"
"20583762","TARRANT","2024-12-28","1301","FIXED OBJECT","No Data","32.94103424","-97.06958038","ONE MOTOR VEHICLE - GOING STRAIGHT","W NORTHWEST HWY","2 - WET"
"20583771","COLLIN","2024-12-28","1545","FIXED OBJECT","1377","33.18900508","-96.49434728","ONE MOTOR VEHICLE - GOING STRAIGHT","FM1377","2 - WET"
"20583949","DENTON","2024-12-28","2351","FIXED OBJECT","No Data","33.04012421","-96.9955225","ONE MOTOR VEHICLE - GOING STRAIGHT","HIGH SCHOOL DR","1 - DRY"
"20584116","COLLIN","2024-12-28","1944","FIXED OBJECT","No Data","33.04645755","-96.63352985","ONE MOTOR VEHICLE - GOING STRAIGHT","DUBLIN RD","2 - WET"
"20584234","DALLAS","2024-12-28","0100","FIXED OBJECT","No Data","32.94559501","-96.73168964","ONE MOTOR VEHICLE - GOING STRAIGHT","S GREENVILLE AVE","1 - DRY"
"20584483","TARRANT","2024-12-28","0858","FIXED OBJECT","0820","32.73905859","-97.48134028","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0820","2 - WET"
"20584706","DALLAS","2024-12-28","0620","FIXED OBJECT","0030","32.76662866","-96.89674579","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0030","2 - WET"
"20584909","COLLIN","2024-12-28","1818","FIXED OBJECT","0982","33.14637226","-96.49140424","ONE MOTOR VEHICLE - GOING STRAIGHT","FM0982","2 - WET"
"20585919","KAUFMAN","2024-12-28","0733","FIXED OBJECT","0020","32.65192071","-96.07986981","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0020","2 - WET"
"20586268","TARRANT","2024-12-28","0520","FIXED OBJECT","0035","32.6805343","-97.32068531","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0035W","2 - WET"
"20586372","DALLAS","2024-12-28","1132","FIXED OBJECT","0183","32.83701015","-97.02050335","ONE MOTOR VEHICLE - GOING STRAIGHT","SH0183","2 - WET"
"20586375","DALLAS","2024-12-28","1557","FIXED OBJECT","No Data","No Data","No Data","ONE MOTOR VEHICLE - GOING STRAIGHT","N BLET LINE RD","1 - DRY"
"20586498","DALLAS","2024-12-28","1243","FIXED OBJECT","No Data","32.97235561","-96.82150992","ONE MOTOR VEHICLE - GOING STRAIGHT","DALLAS NORTH TLWY","2 - WET"
"20586617","JOHNSON","2024-12-28","1808","FIXED OBJECT","No Data","32.49849433","-97.38758244","ONE MOTOR VEHICLE - GOING STRAIGHT","CR1021","1 - DRY"
"20587039","TARRANT","2024-12-28","1230","FIXED OBJECT","0020","32.68396691","-97.43773435","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0020","1 - DRY"
"20588466","JOHNSON","2024-12-28","1032","FIXED OBJECT","0035","32.28737079","-97.17785655","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0035W","2 - WET"
"20588615","COLLIN","2024-12-28","2044","FIXED OBJECT","No Data","No Data","No Data","ONE MOTOR VEHICLE - GOING STRAIGHT","COUNTRY GLEN CROSSING","2 - WET"
"20588749","ROCKWALL","2024-12-28","1438","FIXED OBJECT","0548","No Data","No Data","ONE MOTOR VEHICLE - GOING STRAIGHT","FM0548","2 - WET"
"20588840","DENTON","2024-12-28","1330","FIXED OBJECT","0035","33.21243953","-97.16703351","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0035","1 - DRY"
"20588942","TARRANT","2024-12-28","0939","FIXED OBJECT","0360","32.72615176","-97.06229236","ONE MOTOR VEHICLE - GOING STRAIGHT","SH0360","3 - STANDING WATER"
"20588957","TARRANT","2024-12-28","1155","FIXED OBJECT","0360","32.67746783","-97.06257166","ONE MOTOR VEHICLE - GOING STRAIGHT","SH0360","2 - WET"
"20588971","TARRANT","2024-12-28","1710","FIXED OBJECT","0030","32.75970652","-97.13328355","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0030","1 - DRY"
"20589172","JOHNSON","2024-12-28","1813","FIXED OBJECT","0174","32.29842169","-97.38872533","ONE MOTOR VEHICLE - TURNING LEFT","SH0174","2 - WET"
"20589737","DENTON","2024-12-28","1841","FIXED OBJECT","No Data","33.2309595","-96.86044236","ONE MOTOR VEHICLE - GOING STRAIGHT","S TEEL PKWY","2 - WET"
"20590142","COLLIN","2024-12-28","1119","FIXED OBJECT","0380","33.21887012","-96.81889683","ONE MOTOR VEHICLE - TURNING RIGHT","US0380","2 - WET"
"20590365","TARRANT","2024-12-28","2230","FIXED OBJECT","No Data","32.65933729","-97.14965721","ONE MOTOR VEHICLE - GOING STRAIGHT","S BOWEN RD","2 - WET"
"20590588","COLLIN","2024-12-28","0557","FIXED OBJECT","0075","33.0031671","-96.70832453","ONE MOTOR VEHICLE - GOING STRAIGHT","US0075","2 - WET"
"20590598","DALLAS","2024-12-28","0221","FIXED OBJECT","0012","32.84188634","-96.91514098","ONE MOTOR VEHICLE - GOING STRAIGHT","SL0012","1 - DRY"
"20591497","KAUFMAN","2024-12-28","1538","FIXED OBJECT","0020","32.70093467","-96.27368878","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0020","2 - WET"
"20591551","DALLAS","2024-12-28","1115","FIXED OBJECT","0190","32.98572157","-96.88707809","ONE MOTOR VEHICLE - GOING STRAIGHT","SH0190","2 - WET"
"20591555","COLLIN","2024-12-28","1149","FIXED OBJECT","No Data","33.00129297","-96.77460389","ONE MOTOR VEHICLE - GOING STRAIGHT","PRESIDENT GEORGE BUSH TPKE","2 - WET"
"20593245","TARRANT","2024-12-28","1817","FIXED OBJECT","0183","32.83777448","-97.07551702","ONE MOTOR VEHICLE - GOING STRAIGHT","SH0183","1 - DRY"
"20593267","TARRANT","2024-12-28","1526","FIXED OBJECT","No Data","32.56064432","-97.29097983","ONE MOTOR VEHICLE - GOING STRAIGHT","BURLESON RETTA RD","1 - DRY"
"20593394","KAUFMAN","2024-12-28","2158","FIXED OBJECT","0020","32.66028839","-96.11277896","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0020","2 - WET"
"20593701","COLLIN","2024-12-28","1840","FIXED OBJECT","1377","33.19414317","-96.45268434","ONE MOTOR VEHICLE - GOING STRAIGHT","FM1377","1 - DRY"
"20593953","DALLAS","2024-12-28","1336","FIXED OBJECT","No Data","32.97480242","-96.82259771","ONE MOTOR VEHICLE - GOING STRAIGHT","DALLAS NORTH TLWY","2 - WET"
"20593956","DALLAS","2024-12-28","1334","FIXED OBJECT","No Data","32.98037927","-96.82855256","ONE MOTOR VEHICLE - GOING STRAIGHT","DALLAS NORTH TLWY","2 - WET"
"20594899","ELLIS","2024-12-28","0730","FIXED OBJECT","0035","32.32294737","-96.85989726","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0035E","2 - WET"
"20595630","DALLAS","2024-12-28","0958","FIXED OBJECT","0020","32.68707925","-96.63849157","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0020","2 - WET"
"20596620","TARRANT","2024-12-28","1926","FIXED OBJECT","No Data","32.85349426","-97.21433246","ONE MOTOR VEHICLE - TURNING LEFT","N COLLEGE CIR","1 - DRY"
"20597169","ELLIS","2024-12-28","0137","FIXED OBJECT","0066","32.28079007","-97.00092078","ONE MOTOR VEHICLE - GOING STRAIGHT","FM0066","1 - DRY"
"20597184","DALLAS","2024-12-28","2015","FIXED OBJECT","No Data","32.706366","-96.78830912","ONE MOTOR VEHICLE - GOING STRAIGHT","KATHLEEN AVE","2 - WET"
"20597374","TARRANT","2024-12-28","2013","FIXED OBJECT","0010","32.80894034","-97.20987495","ONE MOTOR VEHICLE - GOING STRAIGHT","SH0010","1 - DRY"
"20597486","TARRANT","2024-12-28","1809","FIXED OBJECT","No Data","No Data","No Data","ONE MOTOR VEHICLE - BACKING","E RANDOL MILL RD","1 - DRY"
"20597940","DALLAS","2024-12-28","1210","FIXED OBJECT","0012","32.72631623","-96.91900128","ONE MOTOR VEHICLE - GOING STRAIGHT","SL0012","2 - WET"
"20597942","DALLAS","2024-12-28","1412","FIXED OBJECT","No Data","32.75955083","-96.87329105","ONE MOTOR VEHICLE - GOING STRAIGHT","N WESTMORELAND RD","2 - WET"
"20599061","DALLAS","2024-12-28","1224","FIXED OBJECT","0635","32.91196344","-96.7361331","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0635","2 - WET"
"20599123","DALLAS","2024-12-28","0114","FIXED OBJECT","No Data","32.91099001","-96.6513577","ONE MOTOR VEHICLE - GOING STRAIGHT","W AVENUE B","1 - DRY"
"20599137","DALLAS","2024-12-28","0615","FIXED OBJECT","0635","32.85724933","-96.65087809","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0635","2 - WET"
"20599209","DALLAS","2024-12-28","1406","FIXED OBJECT","No Data","32.94462638","-96.66957837","ONE MOTOR VEHICLE - GOING STRAIGHT","BELT LINE RD","2 - WET"
