"All crash data available using this tool represents reportable data collected from Texas Peace Officer's Crash Reports (CR-3) received and processed by the Texas Department of Transportation (Department) as of 08/13/2025. The Department makes no warranty, representation or guaranty as to the content, accuracy, timeliness or completeness of any of the information provided as a result of your query. Any opinions and conclusions resulting from analysis performed on the crash data must be represented as your own and not those of the State of Texas or the Department. "

"Query Result Counts:"
"Your query returned a total of 5,274 Crashes containing 6,155 Units and 7,273 Persons"

"Filters Applied to current Query:"
"Crash Date Is Between  2024-11-05 08:25 and 2025-02-04 22:57"
"County Is In DALLAS or TARRANT or ELLIS or KAUFMAN or ROCKWALL or DENTON or COLLIN or JOHNSON"
"First Harmful Event Is In ANIMAL or OTHER OBJECT or FIXED OBJECT"


"Crash ID","County","Crash Date","Crash Time","First Harmful Event","Highway Number","Latitude","Longitude","Manner of Collision","Street Name","Surface Condition"
"20523902","TARRANT","2024-11-25","2206","FIXED OBJECT","No Data","32.60884965","-97.13013038","ONE MOTOR VEHICLE - GOING STRAIGHT","ROCKY CREEK DR","1 - DRY"
"20524148","DENTON","2024-11-25","0900","FIXED OBJECT","No Data","33.02380383","-96.94076473","ONE MOTOR VEHICLE - GOING STRAIGHT","HUNT DR","1 - DRY"
"20524648","DALLAS","2024-11-25","0810","FIXED OBJECT","No Data","No Data","No Data","ONE MOTOR VEHICLE - TURNING LEFT","PROTON RD","1 - DRY"
"20525079","DALLAS","2024-11-25","1920","FIXED OBJECT","0035","32.88062391","-96.89803735","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0035E","1 - DRY"
"20526012","DALLAS","2024-11-25","0005","FIXED OBJECT","No Data","32.70435365","-96.89152073","ONE MOTOR VEHICLE - GOING STRAIGHT","S COCKRELL HILL RD","1 - DRY"
"20526296","ELLIS","2024-11-25","1823","ANIMAL","0034","32.1846606","-96.85489166","ONE MOTOR VEHICLE - GOING STRAIGHT","SH0034","1 - DRY"
"20526433","DALLAS","2024-11-25","2104","FIXED OBJECT","0035","32.97673584","-96.92526415","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0035E","1 - DRY"
"20526447","TARRANT","2024-11-25","0105","FIXED OBJECT","0183","32.83703408","-97.0382788","ONE MOTOR VEHICLE - GOING STRAIGHT","SH0183","1 - DRY"
"20526760","TARRANT","2024-11-25","1241","FIXED OBJECT","0360","32.6781557","-97.06256374","ONE MOTOR VEHICLE - GOING STRAIGHT","SH0360","1 - DRY"
"20527594","DALLAS","2024-11-25","2200","FIXED OBJECT","No Data","32.84828116","-96.7345663","ONE MOTOR VEHICLE - GOING STRAIGHT","E MOCKINGBIRD LN","1 - DRY"
"20528097","KAUFMAN","2024-11-25","2257","FIXED OBJECT","2728","32.67998838","-96.19574499","ONE MOTOR VEHICLE - GOING STRAIGHT","FM2728","1 - DRY"
"20528535","DALLAS","2024-11-25","0504","OTHER OBJECT","0030","32.76644738","-96.91551385","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0030","1 - DRY"
"20528594","DENTON","2024-11-25","2000","FIXED OBJECT","2164","33.35716134","-97.11581251","ONE MOTOR VEHICLE - GOING STRAIGHT","FM2164","1 - DRY"
"20529087","COLLIN","2024-11-25","0324","FIXED OBJECT","No Data","33.18835333","-96.68662159","ONE MOTOR VEHICLE - GOING STRAIGHT","S LAKE FOREST DR","1 - DRY"
"20529089","COLLIN","2024-11-25","1859","FIXED OBJECT","No Data","33.22996416","-96.65133258","ONE MOTOR VEHICLE - GOING STRAIGHT","BRIARGROVE LN","1 - DRY"
"20530369","ELLIS","2024-11-25","1637","FIXED OBJECT","0035","32.42601901","-96.8632848","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0035E","1 - DRY"
"20533575","COLLIN","2024-11-25","0511","FIXED OBJECT","No Data","33.04498781","-96.76523242","ONE MOTOR VEHICLE - GOING STRAIGHT","SANDIA DR","1 - DRY"
"20533678","COLLIN","2024-11-25","0800","FIXED OBJECT","0006","33.04143932","-96.35383344","ONE MOTOR VEHICLE - GOING STRAIGHT","FM0006","1 - DRY"
"20533772","TARRANT","2024-11-25","0659","FIXED OBJECT","0287","32.69241136","-97.24314907","ONE MOTOR VEHICLE - GOING STRAIGHT","US0287","1 - DRY"
"20536469","DALLAS","2024-11-25","0815","FIXED OBJECT","No Data","No Data","No Data","ONE MOTOR VEHICLE - GOING STRAIGHT","BELT LINE RD","1 - DRY"
"20539437","ELLIS","2024-11-25","0030","FIXED OBJECT","No Data","32.2652167","-96.52418243","ONE MOTOR VEHICLE - GOING STRAIGHT","TOM SAWYER RD","1 - DRY"
"20540600","DALLAS","2024-11-25","0720","FIXED OBJECT","No Data","32.92539623","-96.93154668","ONE MOTOR VEHICLE - GOING STRAIGHT","PRESIDENT GEORGE BUSH TPKE","1 - DRY"
"20541872","COLLIN","2024-11-25","2259","FIXED OBJECT","0075","33.18675158","-96.63954721","ONE MOTOR VEHICLE - GOING STRAIGHT","US0075","1 - DRY"
"20551212","DALLAS","2024-11-25","0545","FIXED OBJECT","No Data","32.80817723","-96.6893726","ONE MOTOR VEHICLE - GOING STRAIGHT","DILIDO RD","1 - DRY"
"20552164","TARRANT","2024-11-25","2326","FIXED OBJECT","0287","32.64874321","-97.18663244","ONE MOTOR VEHICLE - GOING STRAIGHT","US0287","1 - DRY"
"20556868","DALLAS","2024-11-25","0658","FIXED OBJECT","0080","32.7867135","-96.5734173","ONE MOTOR VEHICLE - GOING STRAIGHT","US0080","1 - DRY"
"20587756","TARRANT","2024-11-25","0823","ANIMAL","1187","32.61021011","-97.53038109","ONE MOTOR VEHICLE - GOING STRAIGHT","FM1187","1 - DRY"
"20523743","DALLAS","2024-11-26","0241","FIXED OBJECT","0075","32.8668515","-96.76982486","ONE MOTOR VEHICLE - GOING STRAIGHT","US0075","1 - DRY"
"20525481","COLLIN","2024-11-26","1000","FIXED OBJECT","0380","33.17966506","-96.52416157","ONE MOTOR VEHICLE - TURNING RIGHT","US0380","1 - DRY"
"20525572","COLLIN","2024-11-26","1528","FIXED OBJECT","0078","32.98902182","-96.57567868","ONE MOTOR VEHICLE - GOING STRAIGHT","SH0078","1 - DRY"
"20525768","TARRANT","2024-11-26","2339","FIXED OBJECT","0820","32.82305115","-97.20541308","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0820","1 - DRY"
"20525793","COLLIN","2024-11-26","0029","FIXED OBJECT","No Data","32.98998154","-96.8304513","ONE MOTOR VEHICLE - TURNING RIGHT","TRINITY MILLS RD","1 - DRY"
"20525824","DENTON","2024-11-26","1812","FIXED OBJECT","0407","33.08855722","-97.28224608","ONE MOTOR VEHICLE - GOING STRAIGHT","FM0407","1 - DRY"
"20525852","TARRANT","2024-11-26","2053","FIXED OBJECT","No Data","No Data","No Data","ONE MOTOR VEHICLE - GOING STRAIGHT","ARBORLAWN DR","1 - DRY"
"20525896","DENTON","2024-11-26","2112","FIXED OBJECT","No Data","33.23845418","-97.14436245","ONE MOTOR VEHICLE - TURNING RIGHT","HINKLE DR","1 - DRY"
"20525950","COLLIN","2024-11-26","1119","FIXED OBJECT","0075","33.3096958","-96.59106067","ONE MOTOR VEHICLE - GOING STRAIGHT","US0075","1 - DRY"
"20526068","TARRANT","2024-11-26","0216","FIXED OBJECT","No Data","32.64693252","-97.23414544","ONE MOTOR VEHICLE - GOING STRAIGHT","N DICK PRICE RD","1 - DRY"
"20526809","DALLAS","2024-11-26","1223","OTHER OBJECT","No Data","32.70421661","-96.99417252","ONE MOTOR VEHICLE - GOING STRAIGHT","S BELT LINE RD","1 - DRY"
"20526952","TARRANT","2024-11-26","1102","FIXED OBJECT","0035","32.82607991","-97.31286187","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0035W","1 - DRY"
"20527256","DENTON","2024-11-26","1130","FIXED OBJECT","No Data","No Data","No Data","ONE MOTOR VEHICLE - GOING STRAIGHT","BELLAIRE 1809 BLVD","1 - DRY"
"20527442","TARRANT","2024-11-26","2329","FIXED OBJECT","0121","32.76541919","-97.31742712","ONE MOTOR VEHICLE - GOING STRAIGHT","SH0121","1 - DRY"
"20527541","DALLAS","2024-11-26","0124","FIXED OBJECT","No Data","32.93756","-96.82193256","ONE MOTOR VEHICLE - GOING STRAIGHT","DALLAS NORTH TLWY","1 - DRY"
"20528539","DALLAS","2024-11-26","0517","FIXED OBJECT","0035","32.86278164","-96.89398859","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0035E","1 - DRY"
"20528658","DALLAS","2024-11-26","1848","OTHER OBJECT","No Data","32.81970923","-96.74285294","ONE MOTOR VEHICLE - GOING STRAIGHT","LAKEWOOD BLVD","1 - DRY"
"20529479","DENTON","2024-11-26","1115","FIXED OBJECT","1830","33.16048994","-97.141897","ONE MOTOR VEHICLE - GOING STRAIGHT","FM1830","1 - DRY"
"20532088","DALLAS","2024-11-26","0101","FIXED OBJECT","No Data","32.8147429","-96.77837103","ONE MOTOR VEHICLE - GOING STRAIGHT","N HENDERSON AVE","2 - WET"
"20533076","DALLAS","2024-11-26","1022","FIXED OBJECT","No Data","No Data","No Data","ONE MOTOR VEHICLE - GOING STRAIGHT","E BELT LINE RD","1 - DRY"
"20533199","KAUFMAN","2024-11-26","2140","ANIMAL","0429","32.71249834","-96.23371077","ONE MOTOR VEHICLE - GOING STRAIGHT","FM0429","1 - DRY"
"20535153","JOHNSON","2024-11-26","1710","FIXED OBJECT","0171","32.25054486","-97.28543101","ONE MOTOR VEHICLE - GOING STRAIGHT","SH0171","1 - DRY"
"20535260","ELLIS","2024-11-26","0300","FIXED OBJECT","0045","32.51339478","-96.66384912","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0045","1 - DRY"
"20535937","TARRANT","2024-11-26","1848","FIXED OBJECT","No Data","No Data","No Data","ONE MOTOR VEHICLE - GOING STRAIGHT","BRIDGE HILL DR","1 - DRY"
"20538630","DALLAS","2024-11-26","0451","FIXED OBJECT","0030","32.78104494","-96.77156356","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0030","1 - DRY"
"20540942","COLLIN","2024-11-26","0026","FIXED OBJECT","No Data","33.31718321","-96.56958969","ONE MOTOR VEHICLE - GOING STRAIGHT","OUTER LOOP RD","1 - DRY"
"20541157","TARRANT","2024-11-26","1341","FIXED OBJECT","No Data","32.91717226","-97.22043255","ONE MOTOR VEHICLE - GOING STRAIGHT","S KELLER SMITHFIELD RD","1 - DRY"
"20541868","COLLIN","2024-11-26","0632","OTHER OBJECT","0075","33.17186192","-96.64079452","ONE MOTOR VEHICLE - GOING STRAIGHT","US0075","1 - DRY"
"20544298","ELLIS","2024-11-26","0554","FIXED OBJECT","0660","32.48285986","-96.58195042","ONE MOTOR VEHICLE - GOING STRAIGHT","FM0660","1 - DRY"
"20545902","DALLAS","2024-11-26","1535","FIXED OBJECT","No Data","32.93416895","-96.70799868","ONE MOTOR VEHICLE - OTHER","COLLEGE PARK BLVD","1 - DRY"
"20545986","DALLAS","2024-11-26","1520","FIXED OBJECT","No Data","No Data","No Data","ONE MOTOR VEHICLE - BACKING","W KIEST BLVD","1 - DRY"
"20549303","DENTON","2024-11-26","0900","ANIMAL","0380","33.23654457","-97.27851923","ONE MOTOR VEHICLE - GOING STRAIGHT","US0380","1 - DRY"
"20553173","KAUFMAN","2024-11-26","0706","FIXED OBJECT","0175","32.4024723","-96.17119126","ONE MOTOR VEHICLE - GOING STRAIGHT","US0175","1 - DRY"
"20587806","TARRANT","2024-11-26","1725","FIXED OBJECT","1187","32.56653397","-97.434459","ONE MOTOR VEHICLE - TURNING RIGHT","FM1187","1 - DRY"
"20526466","DALLAS","2024-11-27","0625","FIXED OBJECT","No Data","No Data","No Data","ONE MOTOR VEHICLE - GOING STRAIGHT","HARGROVE DR","1 - DRY"
"20526719","DALLAS","2024-11-27","1025","FIXED OBJECT","No Data","No Data","No Data","ONE MOTOR VEHICLE - BACKING","DENNIS RD","1 - DRY"
"20527264","COLLIN","2024-11-27","1423","FIXED OBJECT","No Data","33.11304419","-96.68103258","ONE MOTOR VEHICLE - TURNING LEFT","N WATTERS RD","1 - DRY"
"20527266","ROCKWALL","2024-11-27","1000","FIXED OBJECT","No Data","No Data","No Data","ONE MOTOR VEHICLE - GOING STRAIGHT","DALROCK RD RD","1 - DRY"
"20527375","TARRANT","2024-11-27","1429","FIXED OBJECT","No Data","32.95400424","-97.28132244","ONE MOTOR VEHICLE - TURNING RIGHT","N BEACH ST","1 - DRY"
"20527524","DENTON","2024-11-27","1819","ANIMAL","No Data","33.2536948","-96.87043893","ONE MOTOR VEHICLE - GOING STRAIGHT","PARVIN RD","1 - DRY"
"20527680","DALLAS","2024-11-27","0941","FIXED OBJECT","No Data","32.82412054","-96.81988627","ONE MOTOR VEHICLE - TURNING RIGHT","MAHANNA ST","1 - DRY"
"20528556","DALLAS","2024-11-27","2318","FIXED OBJECT","0030","32.77108725","-96.81152477","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0030","1 - DRY"
"20528634","ELLIS","2024-11-27","1923","FIXED OBJECT","0287","32.45381312","-96.93396769","ONE MOTOR VEHICLE - GOING STRAIGHT","US0287","1 - DRY"
"20528679","DENTON","2024-11-27","2246","FIXED OBJECT","0720","33.16616836","-96.9718626","ONE MOTOR VEHICLE - GOING STRAIGHT","FM0720","1 - DRY"
"20529185","COLLIN","2024-11-27","1527","FIXED OBJECT","No Data","33.02050009","-96.51949187","ONE MOTOR VEHICLE - GOING STRAIGHT","EUBANKS LN","1 - DRY"
"20529578","DALLAS","2024-11-27","1529","FIXED OBJECT","No Data","32.82659424","-96.75597257","ONE MOTOR VEHICLE - TURNING LEFT","MONTICELLO AVE","1 - DRY"
"20529662","TARRANT","2024-11-27","1904","FIXED OBJECT","0030","32.75322082","-97.27185501","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0030","1 - DRY"
"20529812","TARRANT","2024-11-27","0207","FIXED OBJECT","No Data","32.83997427","-97.38107242","ONE MOTOR VEHICLE - GOING STRAIGHT","N OLD DECATUR RD","1 - DRY"
"20532239","DENTON","2024-11-27","1917","FIXED OBJECT","No Data","33.08835054","-96.86407581","ONE MOTOR VEHICLE - GOING STRAIGHT","MORNING STAR DR","1 - DRY"
"20532363","ROCKWALL","2024-11-27","2118","FIXED OBJECT","No Data","32.91968101","-96.46085573","ONE MOTOR VEHICLE - GOING STRAIGHT","SUMMIT RIDGE DR","1 - DRY"
"20532545","KAUFMAN","2024-11-27","2143","FIXED OBJECT","No Data","No Data","No Data","ONE MOTOR VEHICLE - GOING STRAIGHT","FLETCHER","1 - DRY"
"20533078","DALLAS","2024-11-27","0901","FIXED OBJECT","No Data","32.95300422","-96.69170901","ONE MOTOR VEHICLE - GOING STRAIGHT","APOLLO RD","1 - DRY"
"20533094","TARRANT","2024-11-27","0624","FIXED OBJECT","No Data","32.83663045","-97.13266999","ONE MOTOR VEHICLE - GOING STRAIGHT","TEXAS LAKES TRL","1 - DRY"
"20533244","DALLAS","2024-11-27","1408","FIXED OBJECT","0012","32.83462575","-96.915393","ONE MOTOR VEHICLE - GOING STRAIGHT","SL0012","1 - DRY"
"20533327","DALLAS","2024-11-27","2057","FIXED OBJECT","0020","32.67589258","-97.03056519","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0020","1 - DRY"
"20533400","DALLAS","2024-11-27","1551","FIXED OBJECT","No Data","No Data","No Data","ONE MOTOR VEHICLE - GOING STRAIGHT","N COIT RD","1 - DRY"
"20533401","COLLIN","2024-11-27","1510","FIXED OBJECT","No Data","32.99218109","-96.61509421","ONE MOTOR VEHICLE - GOING STRAIGHT","COVENTRY DR","1 - DRY"
"20533504","DENTON","2024-11-27","1650","FIXED OBJECT","0380","33.21928598","-96.84948058","ONE MOTOR VEHICLE - GOING STRAIGHT","US0380","1 - DRY"
"20534334","DALLAS","2024-11-27","1824","FIXED OBJECT","No Data","No Data","No Data","ONE MOTOR VEHICLE - GOING STRAIGHT","N OCONNOR RD","1 - DRY"
"20535552","TARRANT","2024-11-27","1215","FIXED OBJECT","No Data","No Data","No Data","ONE MOTOR VEHICLE - GOING STRAIGHT","AVERIL CT N","1 - DRY"
"20535573","DENTON","2024-11-27","1834","FIXED OBJECT","1173","33.26160163","-97.2383173","ONE MOTOR VEHICLE - TURNING RIGHT","FM1173","1 - DRY"
"20536070","DENTON","2024-11-27","0556","FIXED OBJECT","0407","33.09841189","-97.27095416","ONE MOTOR VEHICLE - GOING STRAIGHT","FM0407","1 - DRY"
"20536186","TARRANT","2024-11-27","1322","FIXED OBJECT","No Data","32.8005698","-97.33164849","ONE MOTOR VEHICLE - GOING STRAIGHT","NE 31ST ST","1 - DRY"
"20536532","DALLAS","2024-11-27","2355","OTHER OBJECT","No Data","32.86417898","-96.77864944","ONE MOTOR VEHICLE - GOING STRAIGHT","VILLANOVA ST","1 - DRY"
"20538032","DALLAS","2024-11-27","1953","FIXED OBJECT","No Data","32.89106423","-96.6638526","ONE MOTOR VEHICLE - GOING STRAIGHT","PARKCREST DR","1 - DRY"
"20540962","COLLIN","2024-11-27","2050","FIXED OBJECT","1377","33.19406896","-96.45275901","ONE MOTOR VEHICLE - TURNING LEFT","FM1377","1 - DRY"
"20542182","DALLAS","2024-11-27","1440","FIXED OBJECT","No Data","32.76879763","-96.7427668","ONE MOTOR VEHICLE - GOING STRAIGHT","LAGOW ST","1 - DRY"
"20542494","JOHNSON","2024-11-27","1945","ANIMAL","2258","No Data","No Data","ONE MOTOR VEHICLE - GOING STRAIGHT","FM2258","1 - DRY"
"20545781","DALLAS","2024-11-27","0058","FIXED OBJECT","No Data","32.9806014","-96.66372823","ONE MOTOR VEHICLE - GOING STRAIGHT","N SHILOH RD","1 - DRY"
"20547507","KAUFMAN","2024-11-27","2040","FIXED OBJECT","0020","32.69633449","-96.38440208","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0020","1 - DRY"
"20547508","KAUFMAN","2024-11-27","2353","FIXED OBJECT","0080","32.73999356","-96.39595957","ONE MOTOR VEHICLE - TURNING RIGHT","US0080","1 - DRY"
"20547670","DALLAS","2024-11-27","2047","FIXED OBJECT","0635","32.91006715","-96.73371326","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0635","1 - DRY"
"20550554","TARRANT","2024-11-27","1946","FIXED OBJECT","0030","32.75981148","-97.13153962","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0030","1 - DRY"
"20550589","TARRANT","2024-11-27","1328","FIXED OBJECT","0030","32.73832139","-97.47600996","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0030","1 - DRY"
"20564687","TARRANT","2024-11-27","1544","FIXED OBJECT","No Data","32.69570429","-97.15250249","ONE MOTOR VEHICLE - TURNING RIGHT","ROOSEVELT DR","1 - DRY"
"20583947","TARRANT","2024-11-27","2058","FIXED OBJECT","No Data","32.69218289","-97.16538394","ONE MOTOR VEHICLE - GOING STRAIGHT","INDIAN TRL","2 - WET"
"20527531","DALLAS","2024-11-28","0011","FIXED OBJECT","No Data","32.71027427","-96.89736255","ONE MOTOR VEHICLE - OTHER","LYNNACRE DR","1 - DRY"
"20527545","DALLAS","2024-11-28","0139","FIXED OBJECT","No Data","32.81358719","-96.73344231","ONE MOTOR VEHICLE - GOING STRAIGHT","GASTON AVE","1 - DRY"
"20527749","DALLAS","2024-11-28","0245","FIXED OBJECT","No Data","32.8608376","-96.89514295","ONE MOTOR VEHICLE - GOING STRAIGHT","E TECHNOLOGY BLVD","1 - DRY"
"20528274","DENTON","2024-11-28","1402","FIXED OBJECT","0035","33.25324549","-97.1778972","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0035","1 - DRY"
"20528718","DALLAS","2024-11-28","1420","FIXED OBJECT","No Data","32.78537636","-96.76374205","ONE MOTOR VEHICLE - GOING STRAIGHT","PARRY AVE","1 - DRY"
"20528816","TARRANT","2024-11-28","2019","FIXED OBJECT","No Data","32.57827602","-97.09354342","ONE MOTOR VEHICLE - GOING STRAIGHT","CANNON DR","1 - DRY"
"20529339","DALLAS","2024-11-28","1700","FIXED OBJECT","No Data","32.8594412","-96.86584646","ONE MOTOR VEHICLE - GOING STRAIGHT","ORADELL LN","1 - DRY"
"20530814","DALLAS","2024-11-28","1900","FIXED OBJECT","No Data","32.60103527","-96.90835351","ONE MOTOR VEHICLE - GOING STRAIGHT","N DUNCANVILLE RD","1 - DRY"
"20531084","KAUFMAN","2024-11-28","2311","FIXED OBJECT","0986","32.75405069","-96.28446871","ONE MOTOR VEHICLE - TURNING LEFT","FM0986","1 - DRY"
"20531085","KAUFMAN","2024-11-28","1859","FIXED OBJECT","0557","32.7328658","-96.34603053","ONE MOTOR VEHICLE - GOING STRAIGHT","SS0557","1 - DRY"
"20531927","TARRANT","2024-11-28","1715","FIXED OBJECT","0287","No Data","No Data","ONE MOTOR VEHICLE - GOING STRAIGHT","US0287","1 - DRY"
"20532268","DALLAS","2024-11-28","0038","FIXED OBJECT","No Data","32.81119424","-96.61124262","ONE MOTOR VEHICLE - TURNING RIGHT","N TOWN EAST BLVD","1 - DRY"
"20532273","DALLAS","2024-11-28","1652","FIXED OBJECT","0030","32.83337117","-96.6116856","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0030","1 - DRY"
"20532509","DALLAS","2024-11-28","0215","FIXED OBJECT","No Data","32.98297422","-96.86907254","ONE MOTOR VEHICLE - GOING STRAIGHT","KELLY BLVD","1 - DRY"
"20532519","ROCKWALL","2024-11-28","2252","FIXED OBJECT","0205","32.92703521","-96.46036035","ONE MOTOR VEHICLE - GOING STRAIGHT","SH0205","1 - DRY"
"20533332","TARRANT","2024-11-28","1545","FIXED OBJECT","No Data","No Data","No Data","ONE MOTOR VEHICLE - TURNING LEFT","N GREAT SOUTHWEST PKWY","1 - DRY"
"20533425","DALLAS","2024-11-28","0446","FIXED OBJECT","0183","32.83708921","-96.96782896","ONE MOTOR VEHICLE - GOING STRAIGHT","SH0183","1 - DRY"
"20533524","COLLIN","2024-11-28","0310","FIXED OBJECT","0380","33.21876218","-96.81134849","ONE MOTOR VEHICLE - GOING STRAIGHT","US0380","1 - DRY"
"20533567","TARRANT","2024-11-28","0707","FIXED OBJECT","0030","32.74028422","-97.34713654","ONE MOTOR VEHICLE - TURNING LEFT","IH0030","1 - DRY"
"20533573","TARRANT","2024-11-28","1151","FIXED OBJECT","No Data","32.71947","-97.34377244","ONE MOTOR VEHICLE - GOING STRAIGHT","8TH AVE","1 - DRY"
"20534333","DALLAS","2024-11-28","0009","FIXED OBJECT","No Data","No Data","No Data","ONE MOTOR VEHICLE - GOING STRAIGHT","MARKET PLACE BLVD","1 - DRY"
"20535495","DALLAS","2024-11-28","0203","FIXED OBJECT","0045","32.68262713","-96.74532408","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0045","1 - DRY"
"20536541","DALLAS","2024-11-28","1032","FIXED OBJECT","0075","32.93475951","-96.75236818","ONE MOTOR VEHICLE - GOING STRAIGHT","US0075","1 - DRY"
"20536613","DALLAS","2024-11-28","0139","FIXED OBJECT","No Data","No Data","No Data","ONE MOTOR VEHICLE - TURNING LEFT","N MACARTHUR BLVD","1 - DRY"
"20536925","ELLIS","2024-11-28","0025","FIXED OBJECT","0045","32.43739798","-96.66157164","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0045","1 - DRY"
"20536935","DALLAS","2024-11-28","0450","FIXED OBJECT","No Data","32.98676931","-96.85754213","ONE MOTOR VEHICLE - GOING STRAIGHT","E TRINITY MILLS RD","1 - DRY"
"20538654","DALLAS","2024-11-28","2000","FIXED OBJECT","0020","32.70269846","-96.60442244","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0020","1 - DRY"
"20539549","DALLAS","2024-11-28","0739","FIXED OBJECT","No Data","32.95142422","-96.6561426","ONE MOTOR VEHICLE - TURNING RIGHT","BUTTERMILK WAY","2 - WET"
"20539667","DALLAS","2024-11-28","1110","FIXED OBJECT","No Data","No Data","No Data","ONE MOTOR VEHICLE - GOING STRAIGHT","MARKET PL","1 - DRY"
"20540595","DALLAS","2024-11-28","0957","FIXED OBJECT","No Data","32.9086098","-96.81428056","ONE MOTOR VEHICLE - GOING STRAIGHT","DALLAS NORTH TLWY","1 - DRY"
"20544056","JOHNSON","2024-11-28","2030","FIXED OBJECT","0035","32.40203092","-97.22206887","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0035W","1 - DRY"
"20546285","DALLAS","2024-11-28","2026","FIXED OBJECT","No Data","32.71962426","-96.65703261","ONE MOTOR VEHICLE - GOING STRAIGHT","N ST AUGUSTINE RD","1 - DRY"
"20547564","DALLAS","2024-11-28","0220","FIXED OBJECT","No Data","32.75479221","-96.75474575","ONE MOTOR VEHICLE - GOING STRAIGHT","ELSIE FAYE HEGGINS ST","1 - DRY"
"20549472","DALLAS","2024-11-28","0217","FIXED OBJECT","No Data","32.7086551","-96.64865518","ONE MOTOR VEHICLE - OTHER","OLD SEAGOVILLE RD","1 - DRY"
"20550608","TARRANT","2024-11-28","0052","FIXED OBJECT","No Data","32.64483429","-97.1223725","ONE MOTOR VEHICLE - GOING STRAIGHT","W SUBLETT RD","1 - DRY"
"20550793","TARRANT","2024-11-28","0337","FIXED OBJECT","0731","32.6243","-97.34854842","ONE MOTOR VEHICLE - GOING STRAIGHT","FM0731","1 - DRY"
"20550899","TARRANT","2024-11-28","1615","FIXED OBJECT","No Data","32.68930973","-97.11502006","ONE MOTOR VEHICLE - GOING STRAIGHT","MATLOCK RD","1 - DRY"
"20550951","TARRANT","2024-11-28","2134","FIXED OBJECT","No Data","32.74906427","-97.04568251","ONE MOTOR VEHICLE - GOING STRAIGHT","N GREAT SOUTHWEST PKWY","1 - DRY"
"20550983","DALLAS","2024-11-28","0440","FIXED OBJECT","No Data","32.71738242","-96.86577981","ONE MOTOR VEHICLE - GOING STRAIGHT","PIERCE ST","1 - DRY"
"20553073","DENTON","2024-11-28","1918","FIXED OBJECT","0114","32.99815857","-97.20994373","ONE MOTOR VEHICLE - GOING STRAIGHT","SH0114","1 - DRY"
"20558097","DALLAS","2024-11-28","0304","FIXED OBJECT","No Data","32.74873444","-96.72697354","ONE MOTOR VEHICLE - GOING STRAIGHT","BRUTON RD","1 - DRY"
"20564141","TARRANT","2024-11-28","2226","FIXED OBJECT","No Data","32.9401014","-97.4906289","ONE MOTOR VEHICLE - GOING STRAIGHT","PEDEN RD","1 - DRY"
"20564145","TARRANT","2024-11-28","0549","FIXED OBJECT","0731","32.64982968","-97.34857897","ONE MOTOR VEHICLE - GOING STRAIGHT","FM0731","1 - DRY"
"20564146","TARRANT","2024-11-28","2217","ANIMAL","0020","32.6951405","-97.52678723","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0020","1 - DRY"
"20564149","TARRANT","2024-11-28","1221","FIXED OBJECT","0020","32.69338185","-97.49181225","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0020","1 - DRY"
"20529484","DENTON","2024-11-29","0750","FIXED OBJECT","No Data","33.24455574","-97.13874599","ONE MOTOR VEHICLE - GOING STRAIGHT","JOYCE LN","1 - DRY"
"20529498","DENTON","2024-11-29","1107","FIXED OBJECT","0035","33.22212584","-97.1712225","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0035","1 - DRY"
"20529690","TARRANT","2024-11-29","0313","FIXED OBJECT","0183","32.79509909","-97.29438","ONE MOTOR VEHICLE - GOING STRAIGHT","SH0183","1 - DRY"
"20529695","DALLAS","2024-11-29","0225","FIXED OBJECT","0030","32.77418384","-96.79290699","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0030","1 - DRY"
"20529698","DALLAS","2024-11-29","0140","FIXED OBJECT","0035","32.89989722","-96.89801257","ONE MOTOR VEHICLE - GOING STRAIGHT","IH0035E","1 - DRY"
